"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"450","12",1,"3",315000,"6","106","36","184","114","1","1","1",0,"29",-37.8575,145.0174,"7","221"
"453","12",1,"3",450000,"1","139","41","184","114","1","1","1",0,"29",-37.8509,145.0203,"7","221"
"454","12",2,"3",710000,"3","171","42","184","114","2","1","1",2471,"29",-37.8573,145.0186,"7","221"
"455","12",2,"3",872000,"3","171","42","184","114","2","1","1",1194,"29",-37.8604,145.0147,"7","221"
"456","12",2,"3",598000,"3","139","42","184","114","2","1","1",0,"29",-37.8593,145.0156,"7","221"
"458","12",3,"1",1285000,"3","214","42","184","114","3","1","2",186,"29",-37.8554,145.0173,"7","221"
"459","12",4,"1",3660000,"3","171","42","184","114","4","3","2",421,"29",-37.8593,145.0275,"7","221"
"462","12",2,"3",520000,"3","139","48","184","114","1","1","1",0,"29",-37.8618,145.0183,"7","221"
"466","12",4,"1",3625000,"3","171","49","184","114","4","1","2",709,"29",-37.8574,145.016,"7","221"
"467","12",4,"1",4200000,"8","184","49","184","114","4","3","3",563,"29",-37.8582,145.0138,"7","221"
"468","12",3,"2",1101000,"3","171","49","184","114","3","1","2",103,"29",-37.8542,145.0135,"7","221"
"469","12",3,"1",3512500,"3","214","49","184","114","3","2","2",617,"29",-37.8557,145.0264,"7","221"
"472","12",4,"1",2000000,"1","214","51","184","114","4","3","4",544,"29",-37.8611,145.0195,"7","221"
"474","12",3,"3",869000,"3","171","51","184","114","2","1","1",0,"29",-37.853,145.0264,"7","221"
"479","12",5,"1",2810000,"3","214","52","184","114","5","2","2",617,"29",-37.8611,145.0271,"7","221"
"480","12",2,"3",565000,"3","294","52","184","114","3","1","1",0,"29",-37.8573,145.0112,"7","221"
"481","12",1,"3",567000,"3","139","52","184","114","1","1","1",0,"29",-37.8549,145.0113,"7","221"
"482","12",2,"3",546000,"6","139","62","184","114","2","0","0",0,"29",-37.8568,145.0161,"7","221"
"484","12",2,"3",471500,"3","294","62","184","114","2","1","1",0,"29",-37.8503,145.0185,"7","221"
"486","13",2,"3",455000,"3","246","59","181","25","3","1","2",0,"24",-37.7756,144.9165,"8","274"
"487","13",3,"1",940000,"3","246","61","181","25","3","1","2",298,"24",-37.7777,144.9195,"8","274"
"488","13",2,"3",467000,"6","43","61","181","25","2","1","1",0,"24",-37.7761,144.9201,"8","274"
"491","13",3,"1",1380000,"6","246","65","181","25","3","2","2",277,"24",-37.7777,144.9221,"8","274"
"492","13",2,"3",490000,"8","171","65","181","25","2","1","1",423,"24",-37.7736,144.9015,"8","274"
"493","13",4,"1",1850000,"3","43","65","181","25","4","3","1",478,"24",-37.7729,144.9179,"8","274"
"494","13",3,"1",1284000,"3","384","65","181","25","3","1","2",623,"24",-37.7758,144.9089,"8","274"
"495","13",3,"1",971000,"6","246","66","181","25","3","2","2",285,"24",-37.775,144.9091,"8","274"
"496","13",2,"1",710000,"1","246","66","181","25","2","1","1",214,"24",-37.7776,144.9142,"8","274"
"497","13",6,"1",2425000,"1","43","66","181","25","6","3","2",1014,"24",-37.7721,144.9184,"8","274"
"498","13",2,"1",750000,"6","209","66","181","25","2","1","1",226,"24",-37.7745,144.9093,"8","274"
"500","13",2,"1",1053000,"3","246","70","181","25","2","1","1",269,"24",-37.7748,144.929,"8","274"
"501","13",3,"1",1377000,"3","246","70","181","25","3","1","1",417,"24",-37.7756,144.9208,"8","274"
"502","13",3,"1",970000,"3","43","71","181","25","3","1","2",350,"24",-37.7759,144.91,"8","274"
"503","13",2,"1",940000,"3","246","71","181","25","2","1","1",330,"24",-37.773,144.9049,"8","274"
"504","13",2,"1",751000,"1","246","71","181","25","2","1","1",118,"24",-37.7807,144.9288,"8","274"
"505","13",2,"1",950000,"6","292","71","181","25","2","1","1",173,"24",-37.7731,144.9206,"8","274"
"507","13",2,"3",685000,"3","43","73","181","25","2","1","2",228,"24",-37.7718,144.9066,"8","274"
"509","13",3,"1",1230000,"3","246","76","181","25","4","1","2",594,"24",-37.7819,144.9064,"8","274"
"510","13",2,"1",636500,"3","171","76","181","25","2","1","1",0,"24",-37.7738,144.9345,"8","274"
"511","13",3,"1",910000,"3","292","76","181","25","3","1","0",317,"24",-37.7746,144.9112,"8","274"
"513","13",2,"1",770000,"1","246","4","181","25","2","1","1",226,"24",-37.7774,144.9186,"8","274"
"515","13",3,"1",960000,"3","368","5","181","25","3","2","2",229,"24",-37.7778,144.9065,"8","274"
"516","13",4,"1",890000,"6","292","5","181","25","4","1","1",300,"24",-37.7766,144.9143,"8","274"
"517","13",2,"1",965000,"3","246","5","181","25","2","1","1",170,"24",-37.7732,144.9206,"8","274"
"520","13",3,"1",1440000,"3","246","6","181","25","3","1","1",487,"24",-37.7725,144.9146,"8","274"
"521","13",2,"1",955000,"3","384","7","181","25","2","1","0",255,"24",-37.7825,144.9208,"8","274"
"522","13",2,"3",450000,"8","246","11","181","25","2","1","1",0,"24",-37.7731,144.9074,"8","274"
"523","13",3,"1",801000,"3","171","11","181","25","3","1","2",431,"24",-37.781,144.9207,"8","274"
"526","13",3,"1",1000000,"1","43","11","181","25","3","2","2",440,"24",-37.7746,144.9031,"8","274"
"527","13",3,"1",1435000,"3","246","11","181","25","3","2","2",532,"24",-37.7737,144.904,"8","274"
"528","13",1,"3",390000,"3","8","11","181","25","1","1","1",0,"24",-37.7723,144.9094,"8","274"
"529","13",3,"1",1425000,"1","171","13","181","25","3","2","2",495,"24",-37.7821,144.9055,"8","274"
"531","13",4,"1",1340000,"3","246","14","181","25","3","2","2",683,"24",-37.775,144.932,"8","274"
"532","13",3,"1",955000,"3","43","14","181","25","3","1","1",263,"24",-37.7753,144.9116,"8","274"
"534","13",4,"1",1100000,"8","246","17","181","25","4","2","5",559,"24",-37.7791,144.9136,"8","274"
"535","13",3,"1",1255000,"3","246","17","181","25","3","2","2",308,"24",-37.7759,144.9338,"8","274"
"537","13",2,"3",432000,"3","34","17","181","25","2","1","1",0,"24",-37.773,144.9303,"8","274"
"538","13",4,"1",1640000,"3","292","18","181","25","4","3","2",562,"24",-37.782,144.903,"8","274"
"539","13",6,"1",1430000,"3","246","18","181","25","4","2","1",461,"24",-37.78,144.9295,"8","274"
"540","13",2,"3",610000,"6","43","18","181","25","2","1","1",301,"24",-37.7791,144.914,"8","274"
"541","13",3,"1",940000,"3","246","18","181","25","3","3","1",491,"24",-37.7727,144.9136,"8","274"
"542","13",3,"1",890000,"6","43","19","181","25","3","1","1",242,"24",-37.7765,144.9114,"8","274"
"544","13",3,"1",1180000,"6","43","24","181","25","3","2","2",617,"24",-37.7742,144.906,"8","274"
"545","13",4,"1",1480000,"3","292","24","181","25","4","2","2",597,"24",-37.7757,144.9088,"8","274"
"546","13",2,"1",1150000,"3","43","25","181","25","2","1","1",387,"24",-37.7734,144.9191,"8","274"
"547","13",3,"1",1350000,"3","43","25","181","25","3","1","3",575,"24",-37.7828,144.9049,"8","274"
"548","13",5,"1",1905000,"3","246","25","181","25","5","2","2",521,"24",-37.7778,144.9261,"8","274"
"549","13",2,"2",865000,"6","246","25","181","25","2","2","1",146,"24",-37.7713,144.9038,"8","274"
"550","13",2,"2",705000,"3","43","26","181","25","2","2","1",113,"24",-37.7712,144.9088,"8","274"
"551","13",2,"3",442000,"3","8","26","181","25","2","1","1",0,"24",-37.7733,144.9219,"8","274"
"552","13",2,"3",540000,"3","171","29","181","25","2","2","1",0,"24",-37.7786,144.9141,"8","274"
"553","13",3,"1",1037500,"3","8","29","181","25","3","1","2",506,"24",-37.7779,144.9133,"8","274"
"554","13",3,"2",1050000,"3","171","29","181","25","3","2","2",318,"24",-37.7744,144.9035,"8","274"
"556","13",2,"3",440000,"3","219","29","181","25","2","1","1",0,"24",-37.7749,144.9137,"8","274"
"557","13",2,"1",1010000,"3","43","29","181","25","2","1","1",325,"24",-37.7722,144.9117,"8","274"
"558","13",4,"1",1430000,"3","246","34","181","25","4","2","0",418,"24",-37.7766,144.9187,"8","274"
"559","13",2,"3",570000,"8","246","34","181","25","2","1","1",0,"24",-37.7779,144.9137,"8","274"
"560","13",2,"3",690000,"3","43","34","181","25","2","1","1",0,"24",-37.7728,144.9169,"8","274"
"563","13",3,"1",1291000,"3","43","37","181","25","3","1","2",414,"24",-37.7766,144.9185,"8","274"
"565","13",3,"1",1130000,"3","246","37","181","25","3","2","1",272,"24",-37.7774,144.928,"8","274"
"566","13",3,"1",1135000,"3","43","41","181","25","3","1","1",296,"24",-37.777,144.9176,"8","274"
"567","13",4,"1",950000,"1","246","41","181","25","4","2","1",298,"24",-37.7778,144.9131,"8","274"
"568","13",3,"3",790000,"1","372","41","181","25","3","2","1",0,"24",-37.7722,144.9163,"8","274"
"570","13",2,"3",390000,"1","171","42","181","25","2","1","1",1957,"24",-37.7731,144.9074,"8","274"
"571","13",4,"1",1345000,"3","171","42","181","25","4","1","1",552,"24",-37.7769,144.9138,"8","274"
"573","13",3,"1",1381500,"3","24","42","181","25","3","2","2",416,"24",-37.7727,144.9055,"8","274"
"574","13",3,"1",940000,"3","171","44","181","25","3","2","2",285,"24",-37.7778,144.9061,"8","274"
"575","13",3,"1",995000,"3","246","44","181","25","3","2","1",314,"24",-37.7778,144.9042,"8","274"
"576","13",3,"1",1050000,"6","113","44","181","25","3","1","3",536,"24",-37.7728,144.9076,"8","274"
"577","13",3,"1",786000,"3","43","44","181","25","3","2","1",576,"24",-37.7816,144.9217,"8","274"
"578","13",2,"1",705000,"1","246","48","181","25","2","1","3",252,"24",-37.7825,144.9206,"8","274"
"580","13",2,"1",760000,"1","246","48","181","25","2","1","1",124,"24",-37.7807,144.9285,"8","274"
"581","13",3,"3",487500,"3","151","48","181","25","3","1","3",0,"24",-37.7723,144.9094,"8","274"
"583","13",3,"2",1000000,"3","246","49","181","25","3","2","2",200,"24",-37.7766,144.9277,"8","274"
"584","13",4,"1",1110000,"1","246","49","181","25","4","2","1",349,"24",-37.7775,144.913,"8","274"
"585","13",4,"1",1300000,"1","171","49","181","25","4","1","4",664,"24",-37.7765,144.9132,"8","274"
"586","13",3,"1",1060000,"1","246","49","181","25","3","1","1",555,"24",-37.7767,144.9125,"8","274"
"587","13",3,"1",1410000,"1","246","49","181","25","3","2","2",459,"24",-37.7767,144.9124,"8","274"
"588","13",3,"1",1305000,"3","24","51","181","25","2","1","1",278,"24",-37.7768,144.9223,"8","274"
"589","13",3,"1",932500,"3","246","51","181","25","3","2","1",254,"24",-37.7738,144.9215,"8","274"
"590","13",3,"1",965000,"3","8","52","181","25","3","1","0",216,"24",-37.7792,144.9297,"8","274"
"591","13",3,"1",1215000,"3","337","52","181","25","3","1","1",452,"24",-37.7762,144.9174,"8","274"
"592","13",2,"3",545000,"3","246","52","181","25","2","1","2",194,"24",-37.7772,144.9118,"8","274"
"595","13",4,"1",1705000,"3","171","62","181","25","4","2","4",598,"24",-37.7774,144.9104,"8","274"
"596","13",3,"1",970000,"3","246","62","181","25","2","1","1",194,"24",-37.7756,144.921,"8","274"
"597","13",2,"1",925000,"3","24","62","181","25","2","1","1",407,"24",-37.7756,144.9105,"8","274"
"598","14",4,"1",2650000,"3","214","59","20","118","4","3","2",753,"4",-37.8669,145.0767,"7","148"
"600","14",3,"1",1670000,"3","171","61","20","118","3","2","2",599,"4",-37.8673,145.0688,"7","148"
"601","14",3,"2",955000,"3","51","61","20","118","3","2","2",203,"4",-37.8655,145.0807,"7","148"
"602","14",3,"2",2050000,"3","106","61","20","118","3","3","4",310,"4",-37.874,145.0714,"7","148"
"604","14",2,"3",500000,"8","106","65","20","118","2","1","1",710,"4",-37.8636,145.0794,"7","148"
"605","14",2,"1",1575000,"3","171","65","20","118","2","1","2",679,"4",-37.869,145.0822,"7","148"
"608","14",3,"1",1555000,"3","171","66","20","118","3","2","2",731,"4",-37.8666,145.0676,"7","148"
"615","14",3,"1",1100000,"1","214","76","20","118","3","3","2",276,"4",-37.8699,145.0778,"7","148"
"616","14",3,"1",1337000,"3","51","76","20","118","3","1","2",583,"4",-37.8685,145.0786,"7","148"
"617","14",8,"1",2950000,"3","139","4","20","118","9","7","4",1472,"4",-37.8729,145.0788,"7","148"
"618","14",4,"1",2215000,"6","214","4","20","118","4","2","1",681,"4",-37.8612,145.0858,"7","148"
"620","14",3,"1",1518000,"3","171","4","20","118","3","2","2",516,"4",-37.8675,145.0668,"7","148"
"621","14",3,"1",1710000,"3","139","5","20","118","3","1","2",806,"4",-37.8695,145.084,"7","148"
"624","14",3,"1",1655000,"3","171","5","20","118","3","1","3",780,"4",-37.8599,145.0815,"7","148"
"629","14",4,"1",1550000,"8","214","11","20","118","4","2","2",780,"4",-37.86,145.0817,"7","148"
"631","14",3,"1",1662000,"3","171","14","20","118","3","2","2",351,"4",-37.8742,145.07,"7","148"
"633","14",3,"1",1665000,"3","171","17","20","118","3","2","3",702,"4",-37.8737,145.0695,"7","148"
"636","14",2,"1",1445000,"3","171","18","20","118","2","1","2",704,"4",-37.8745,145.0738,"7","148"
"643","14",5,"1",3510000,"3","171","25","20","118","5","5","2",755,"4",-37.8598,145.0796,"7","148"
"646","14",3,"2",968000,"3","171","26","20","118","3","1","1",227,"4",-37.8709,145.0857,"7","148"
"647","14",3,"2",900000,"3","171","29","20","118","3","2","2",153,"4",-37.8655,145.0808,"7","148"
"649","14",3,"1",1500000,"3","139","34","20","118","3","1","2",545,"4",-37.8605,145.0833,"7","148"
"651","14",5,"1",2752000,"3","171","36","20","118","6","4","2",1075,"4",-37.8714,145.073,"7","148"
"655","14",3,"1",1500000,"8","171","36","20","118","3","2","2",710,"4",-37.8653,145.0897,"7","148"
"660","14",4,"1",1800000,"3","171","42","20","118","4","2","4",749,"4",-37.8669,145.077,"7","148"
"664","14",3,"1",1830000,"3","171","42","20","118","3","2","3",724,"4",-37.8619,145.0879,"7","148"
"666","14",3,"1",1415000,"3","51","48","20","118","3","1","1",605,"4",-37.8703,145.0774,"7","148"
"667","14",2,"1",1440000,"1","171","48","20","118","2","1","1",687,"4",-37.872,145.0692,"7","148"
"668","14",4,"2",1250000,"8","253","49","20","118","4","2","2",321,"4",-37.8693,145.08,"7","148"
"669","14",3,"1",1422000,"3","51","49","20","118","3","1","2",583,"4",-37.8679,145.0781,"7","148"
"670","14",5,"1",1600000,"3","214","49","20","118","5","3","4",700,"4",-37.8724,145.0758,"7","148"
"671","14",4,"1",1860000,"3","171","49","20","118","4","2","3",696,"4",-37.8711,145.0746,"7","148"
"672","14",3,"2",1710000,"3","214","49","20","118","3","2","2",295,"4",-37.8624,145.0798,"7","148"
"674","14",4,"1",1790000,"1","139","51","20","118","4","2","2",514,"4",-37.8664,145.0772,"7","148"
"675","14",4,"1",1950000,"3","349","51","20","118","4","2","2",844,"4",-37.8715,145.0688,"7","148"
"676","14",3,"1",1600000,"3","106","51","20","118","3","1","2",637,"4",-37.8645,145.0797,"7","148"
"677","14",3,"1",1320000,"1","214","52","20","118","3","1","2",1063,"4",-37.8752,145.0754,"7","148"
"678","14",3,"1",1650000,"3","214","52","20","118","3","1","1",697,"4",-37.8636,145.0903,"7","148"
"681","15",2,"1",995000,"3","349","59","29","118","2","1","1",583,"23",-37.8693,145.1082,"7","135"
"683","15",3,"1",1250000,"3","384","61","29","118","3","1","1",842,"23",-37.867,145.1092,"7","135"
"685","15",3,"3",1045000,"3","349","65","29","118","3","2","2",467,"23",-37.8639,145.0968,"7","135"
"686","15",4,"1",1200000,"6","288","65","29","118","4","3","2",372,"23",-37.8716,145.0999,"7","135"
"687","15",2,"1",1075000,"8","171","66","29","118","2","1","2",695,"23",-37.8694,145.0944,"7","135"
"689","15",4,"1",1500000,"3","106","70","29","118","2","2","2",621,"23",-37.8647,145.1023,"7","135"
"690","15",3,"1",1120000,"3","349","71","29","118","3","1","2",723,"23",-37.8642,145.1109,"7","135"
"691","15",2,"2",700000,"3","139","73","29","118","2","1","2",367,"23",-37.8662,145.109,"7","135"
"692","15",3,"1",761000,"1","106","73","29","118","3","2","4",400,"23",-37.8675,145.106,"7","135"
"693","15",4,"1",1270000,"6","51","76","29","118","4","2","1",724,"23",-37.8651,145.1109,"7","135"
"694","15",4,"1",1510000,"3","51","76","29","118","4","2","2",526,"23",-37.8661,145.1013,"7","135"
"695","15",3,"1",1365000,"3","106","4","29","118","3","1","1",792,"23",-37.864,145.0972,"7","135"
"696","15",4,"1",1100000,"8","349","5","29","118","3","2","2",803,"23",-37.8621,145.1126,"7","135"
"702","15",4,"1",1415000,"3","51","13","29","118","4","3","2",724,"23",-37.8651,145.1107,"7","135"
"703","15",2,"3",690000,"3","294","14","29","118","2","1","1",216,"23",-37.8711,145.1017,"7","135"
"704","15",3,"1",1631000,"3","171","17","29","118","3","2","3",782,"23",-37.8621,145.1021,"7","135"
"706","15",4,"1",1500000,"3","51","17","29","118","4","2","1",593,"23",-37.8655,145.096,"7","135"
"709","15",3,"1",1060000,"3","133","19","29","118","2","1","2",772,"23",-37.8707,145.1036,"7","135"
"711","15",5,"1",1529500,"3","51","24","29","118","5","3","2",585,"23",-37.8637,145.1024,"7","135"
"715","15",2,"3",600000,"3","253","25","29","118","2","1","1",153,"23",-37.8696,145.0962,"7","135"
"718","15",2,"3",535000,"3","384","26","29","118","2","1","1",72,"23",-37.8702,145.1042,"7","135"
"722","15",3,"1",785000,"3","51","29","29","118","3","1","1",557,"23",-37.8671,145.1117,"7","135"
"723","15",4,"1",1240000,"3","349","29","29","118","4","2","2",766,"23",-37.8629,145.1097,"7","135"
"725","15",2,"3",700000,"3","139","36","29","118","2","1","2",192,"23",-37.8709,145.102,"7","135"
"730","15",4,"1",1350000,"3","51","41","29","118","4","2","1",727,"23",-37.8669,145.1106,"7","135"
"731","15",2,"1",1110000,"3","106","41","29","118","2","1","1",586,"23",-37.8683,145.1082,"7","135"
"732","15",3,"1",1305000,"3","171","42","29","118","3","1","1",760,"23",-37.858,145.1038,"7","135"
"734","15",3,"1",855000,"3","253","42","29","118","3","2","1",320,"23",-37.87,145.1103,"7","135"
"740","15",3,"2",900500,"3","171","49","29","118","3","2","2",256,"23",-37.8655,145.1096,"7","135"
"744","15",3,"1",1200000,"8","51","51","29","118","3","2","2",839,"23",-37.8614,145.1098,"7","135"
"746","15",3,"2",830000,"3","24","52","29","118","2","1","2",212,"23",-37.8723,145.1089,"7","135"
"749","19",3,"1",850000,"3","239","59","15","27","3","1","1",593,"24",-37.7677,144.8674,"8","209"
"750","19",3,"1",750000,"6","239","59","15","27","3","1","1",0,"24",-37.7634,144.8611,"8","209"
"751","19",3,"2",851000,"3","246","61","15","27","3","3","1",557,"24",-37.77,144.8572,"8","209"
"753","19",3,"1",848000,"3","246","65","15","27","3","1","2",542,"24",-37.7706,144.8629,"8","209"
"754","19",4,"1",806000,"3","239","65","15","27","4","2","1",350,"24",-37.7676,144.859,"8","209"
"755","19",4,"1",1155000,"3","246","66","15","27","3","2","2",569,"24",-37.7654,144.8655,"8","209"
"756","19",3,"1",670000,"8","246","66","15","27","3","2","2",671,"24",-37.7593,144.871,"8","209"
"757","19",4,"1",1200000,"3","246","66","15","27","4","5","4",673,"24",-37.7545,144.8736,"8","209"
"758","19",3,"1",636000,"3","246","66","15","27","2","1","2",571,"24",-37.7605,144.8581,"8","209"
"761","19",3,"1",680000,"3","246","70","15","27","3","1","2",570,"24",-37.7591,144.8542,"8","209"
"763","19",4,"1",1160000,"3","239","71","15","27","4","3","2",789,"24",-37.7537,144.8729,"8","209"
"765","19",3,"1",750000,"3","24","76","15","27","3","1","1",529,"24",-37.7721,144.8576,"8","209"
"766","19",3,"1",627500,"6","239","76","15","27","3","1","1",550,"24",-37.7632,144.8622,"8","209"
"767","19",3,"2",880000,"3","239","76","15","27","3","2","2",339,"24",-37.7519,144.8534,"8","209"
"770","19",4,"1",950000,"3","239","5","15","27","4","3","3",761,"24",-37.7524,144.8714,"8","209"
